stud_id,contact,tepsb_sex,cp09v02,cp09v05,cp09v06,cp09v07,cp09v08_u,cp09v08_ud,cp09v09,cp09v10,cp09v11_1,cp09v11_2,cp09v11_3,cp09v11_4,cp09v11_5,cp09v11_6,cp09v11_7,cp09v11_8,cp09v11_9,cp09v11_10,cp09v12,cp09v13,cp09v14,cp09v15,cp09v16,cp09v17,cp09v18,cp09v19,cp09v20,cp09v20_k,cp09v21,cp09v22,cp09v23,cp09v24,cp09v25,cp09v26,cp09v27
"05362","正式成功完訪","男","男","學生本人","大學","沒有，還沒畢業（指還在唸書）","私立一般大學","人文及藝術領域","日間部","是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",177,68
"12728","正式成功完訪","男","男","學生本人","大學","沒有，還沒畢業（指還在唸書）","私立一般大學","社會科學、商業及法律領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",168,58
"10847","正式成功完訪","女","男","兄姐","大學","沒有，還沒畢業（指還在唸書）","公立一般大學","人文及藝術領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",150,40
"17493","正式成功接觸未完訪","男","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值"
"17063","正式未成功接觸","女","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值"
"12068","正式成功完訪","男","男","學生本人","大學","沒有，還沒畢業（指還在唸書）","私立一般大學","社會科學、商業及法律領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",166,60
"15609","正式未成功接觸","女","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值"
"12719","正式成功完訪","男","男","學生本人","技術學院或科技大學","沒有，還沒畢業（指還在唸書）","私立科技大學","社會科學、商業及法律領域","日間部","是","無","無","無","無","無","有","無","無","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",175,70
"15440","正式成功完訪","女","女","學生本人","技術學院或科技大學","沒有，還沒畢業（指還在唸書）","私立科技大學","社會科學、商業及法律領域","日間部","是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",160,48
"12240","正式成功完訪","女","女","學生本人","技術學院或科技大學","沒有，還沒畢業（指還在唸書）","私立科技大學","服務領域","日間部","是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",160,43
"11922","正式成功完訪","女","女","學生本人","技術學院或科技大學","沒有，還沒畢業（指還在唸書）","私立科技大學","工程、製造及營造領域","日間部","是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",160,66
"11857","正式成功接觸未完訪","女","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值"
"03691","正式成功完訪","女","女","媽媽（含繼母、養母）","技術學院或科技大學","沒有，還沒畢業（指還在唸書）","公立技職學院","服務領域","日間部","是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",154,45
"05515","正式未成功接觸","女","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值"
"17025","正式成功完訪","男","女","媽媽（含繼母、養母）","其他","沒有，還沒畢業（指還在唸書）","國外大學","人文及藝術領域","日間部","不知道、不清楚","無","無","無","無","無","無","無","無","有","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",183,68
"07488","正式成功完訪","男","男","學生本人","技術學院或科技大學","沒有，還沒畢業（指還在唸書）","公立科技大學","人文及藝術領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",175,53
"07367","正式未成功接觸","女","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值"
"19865","正式成功完訪","男","男","學生本人","大學","沒有，還沒畢業（指還在唸書）","公立一般大學","工程、製造及營造領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",173,100
"10881","正式成功接觸未完訪","男","男","學生本人","高中","有，已畢業","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值"
"04619","正式成功完訪","女","女","學生本人","大學","沒有，還沒畢業（指還在唸書）","私立一般大學","社會科學、商業及法律領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",151,43
"00121","正式成功完訪","女","女","學生本人","大學","沒有，還沒畢業（指還在唸書）","公立一般大學","人文及藝術領域","日間部","不是","無","無","無","無","無","有","無","無","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",158,55
"01519","正式成功完訪","男","男","媽媽（含繼母、養母）","高中","有，已畢業","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","沒有（含實習、兼職、義務役、一般替代役等）","沒有","有","受固定的公司__機構雇用","私人單位","10-29人","餐飲業","駕駛及移運設備操作工","沒有","跳答","97年","不知道","2萬以上，不到2萬5","不是","95年",175,55
"00731","正式成功完訪","女","女","學生本人","大學","沒有，還沒畢業（指還在唸書）","公立一般大學","服務領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",165,55
"09738","正式成功完訪","男","男","學生本人","技術學院或科技大學","沒有，還沒畢業（指還在唸書）","公立科技大學","社會科學、商業及法律領域","日間部","是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",174,77
"04250","正式未成功接觸","女","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值"
"03456","正式成功完訪","男","男","學生本人","技術學院或科技大學","沒有，還沒畢業（指還在唸書）","私立技職學院","社會科學、商業及法律領域","日間部","是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",178,68
"12284","正式成功完訪","女","男","爸爸（含繼父、養父）","大學","沒有，還沒畢業（指還在唸書）","私立一般大學","科學領域","日間部","不是","無","無","無","無","有","無","無","無","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",151,40
"03338","正式成功完訪","男","女","媽媽（含繼母、養母）","大學","沒有，還沒畢業（指還在唸書）","私立一般大學","人文及藝術領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",180,"不清楚、不知道"
"04448","正式未成功接觸","女","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值"
"17527","正式成功完訪","男","男","學生本人","技術學院或科技大學","沒有，還沒畢業（指還在唸書）","私立技職學院","工程、製造及營造領域","日間部","是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",168,65
"17488","正式未成功接觸","男","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值"
"09971","正式未成功接觸","女","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值"
"13155","正式成功完訪","女","女","學生本人","大學","沒有，還沒畢業（指還在唸書）","公立一般大學","教育領域","日間部","不是","無","無","無","無","有","無","無","無","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",171,62
"12658","正式成功完訪","女","女","學生本人","大學","沒有，還沒畢業（指還在唸書）","私立一般大學","人文及藝術領域","日間部","不是","有","無","無","無","無","無","有","無","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",158,40
"01269","正式成功完訪","男","男","學生本人","大學","沒有，還沒畢業（指還在唸書）","公立一般大學","社會科學、商業及法律領域","日間部","不是","無","無","無","無","有","無","無","無","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",166,52
"13370","正式成功完訪","女","女","學生本人","技術學院或科技大學","沒有，還沒畢業（指還在唸書）","私立科技大學","人文及藝術領域","日間部","是","無","無","無","有","無","無","無","無","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",162,42
"14184","正式未成功接觸","女","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值"
"00937","正式成功接觸未完訪","男","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值"
"07340","正式未成功接觸","女","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值"
"11106","正式成功接觸未完訪","男","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值"
"08290","正式成功完訪","女","女","學生本人","大學","沒有，還沒畢業（指還在唸書）","私立一般大學","科學領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",164,47
"14543","正式成功完訪","女","男","爸爸（含繼父、養父）","技術學院或科技大學","沒有，還沒畢業（指還在唸書）","私立科技大學","工程、製造及營造領域","夜間部、進修部（或進修學院、進修專校）、推廣部","是","無","無","無","無","無","無","無","有","無","無","有（含志願役）（跳答第15題）","跳答","跳答","受固定的公司__機構雇用","私人單位","5~9人","教育服務業","辦公室事務人員","沒有","跳答","98年",40,"1萬5以上，不到2萬","是（跳答第26題）","跳答",158,45
"05138","正式成功完訪","男","男","學生本人","大學","沒有，還沒畢業（指還在唸書）","私立一般大學","工程、製造及營造領域","日間部","不是","無","無","無","無","無","有","無","無","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",173,64
"19817","正式成功完訪","女","女","學生本人","技術學院或科技大學","沒有，還沒畢業（指還在唸書）","私立科技大學","社會科學、商業及法律領域","日間部","是","有","無","無","無","無","無","無","無","無","無","沒有（含實習、兼職、義務役、一般替代役等）","有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",156,43
"11799","正式成功完訪","男","男","學生本人","大學","沒有，還沒畢業（指還在唸書）","私立一般大學","社會科學、商業及法律領域","日間部","不是","無","無","無","有","無","無","無","無","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",169,54
"03517","正式成功完訪","女","女","學生本人","大學","沒有，還沒畢業（指還在唸書）","公立一般大學","工程、製造及營造領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",158,45
"14610","正式成功完訪","女","女","學生本人","大學","沒有，還沒畢業（指還在唸書）","私立一般大學","社會科學、商業及法律領域","日間部","不是","無","無","無","無","無","有","無","無","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",162,67
"18048","正式成功接觸未完訪","女","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值"
"05011","正式未成功接觸","男","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值"
"13354","正式成功完訪","男","男","學生本人","大學","沒有，還沒畢業（指還在唸書）","公立一般大學","工程、製造及營造領域","日間部","不是","無","有","無","無","無","無","無","無","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",178,60
"05919","正式成功完訪","女","女","學生本人","大學","沒有，還沒畢業（指還在唸書）","公立一般大學","社會科學、商業及法律領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",163,53
"02971","正式成功完訪","女","女","學生本人","大學","沒有，還沒畢業（指還在唸書）","公立一般大學","工程、製造及營造領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",158,52
"02303","正式成功完訪","女","女","學生本人","大學","沒有，還沒畢業（指還在唸書）","公立一般大學","教育領域","日間部","不是","無","無","無","無","有","無","無","無","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",158,50
"03949","正式未成功接觸","女","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值"
"15977","正式成功完訪","男","男","學生本人","大學","沒有，還沒畢業（指還在唸書）","公立一般大學","工程、製造及營造領域","日間部","不是","無","無","無","無","無","無","有","無","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",185,80
"06437","正式成功完訪","女","女","學生本人","大學","沒有，還沒畢業（指還在唸書）","公立一般大學","工程、製造及營造領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",156,50
"02719","正式成功完訪","男","男","學生本人","技術學院或科技大學","沒有，還沒畢業（指還在唸書）","私立科技大學","科學領域","日間部","是","有","無","無","無","無","無","無","無","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",175,72
"15953","正式未成功接觸","女","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值"
"14788","正式未成功接觸","男","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值"
"11196","正式成功完訪","男","女","媽媽（含繼母、養母）","大學","沒有，還沒畢業（指還在唸書）","公立一般大學","科學領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",175,65
"14476","正式未成功接觸","男","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值"
"08958","正式成功接觸未完訪","男","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值"
"06081","正式成功完訪","男","男","學生本人","技術學院或科技大學","沒有，還沒畢業（指還在唸書）","私立科技大學","科學領域","日間部","是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",163,55
"19809","正式成功完訪","女","女","學生本人","大學","沒有畢業（包含休學__退學__不繼續唸書等狀況）","私立一般大學","科學領域","日間部","不是","有","無","無","無","無","無","無","無","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",156,55
"12590","正式成功完訪","女","女","學生本人","技術學院或科技大學","沒有，還沒畢業（指還在唸書）","私立科技大學","農學領域","日間部","是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",163,48
"16631","正式未成功接觸","男","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","跳答","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值","遺漏值"
"19159","正式成功完訪","女","女","學生本人","大學","沒有，還沒畢業（指還在唸書）","私立一般大學","服務領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",158,53
"15932","正式成功完訪","男","男","學生本人","大學","沒有，還沒畢業（指還在唸書）","公立一般大學","服務領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",168,55
"00307","正式成功完訪","男","男","學生本人","大學","沒有，還沒畢業（指還在唸書）","私立一般大學","工程、製造及營造領域","日間部","不是","無","無","無","無","無","無","無","有","無","無","沒有（含實習、兼職、義務役、一般替代役等）","沒有","沒有（跳答第26題）","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答","跳答",170,71
